PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2021-06-06,17:05:13.38,3,1,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,1,Top,2,0,0,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,76.26767,-0.03147,-1.359181,2649.278008,70.669896,8:15,6.0728,1.4303,5.13975,-51.77365,-2.46291,-11.26835,1.72868,-0.78876,70.52994,-9.373779,-3.356884,0.505408,59.5893,25.724991,143.077693,3133.35154,-92.0777,16.426,60.18049,148.04603,,148.260021,2.208286,5.27693,-0.81965,-1.29381,50,6.02953,3.06314,-110.74055,-1.83238,6.55766,19.64166,-33.1926,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,e3077810-c70a-11eb-8b21-2587103ee89a,74.57822,21.10977,,5.73773,,,,1.58563,1.78479,0.73131,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:05:13.38,2021-06-06T17:05:13.3800228-04:00,2021-06-06T21:05:13.3800228Z,LineDrive,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,e4ecbaf9-6d99-46bf-a27c-d039f53014cf,55.36069,-111.68731,9.82083,6.07929,-0.23244,-16.5963,-1.43384,2.74705,3.27883,286.670733,1.58563,-62.94504,3.16922,-0.45746,0.04509,-0.00409,0.00241,-0.00076,7E-05,1.78479,37.93509,-19.91914,1.5098,-0.2755,0.04904,-0.01169,0.00338,-0.00038,0.73131,47.29888,-8.79346,2.1849,-0.4698,0.08727,-0.01475,0.00114,0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
12,2021-06-06,17:05:37.64,3,2,"Corn, Jacob",1000056526,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,1,Top,2,0,1,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,88.00456,-1.509536,-2.932475,2187.455892,255.696964,2:30,6.11781,1.13159,5.21271,-31.08431,5.83138,18.44119,2.10581,-0.09152,80.97227,-7.176374,0.336147,0.437297,94.15051,29.972529,3.202134,4153.732516,109.3239,60.51363,12.17727,345.66774,,12.435254,5.230056,-10.03103,3.64213,-0.87506,50,5.95474,5.71833,-127.64653,-4.54755,-16.62339,25.1889,-26.13834,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,f17fd860-c70a-11eb-8b21-2587103ee89a,86.19405,85.34264,,7.03229,,,,1.11082,1.94881,0.07289,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:05:37.64,2021-06-06T17:05:37.6489252-04:00,2021-06-06T21:05:37.6489252Z,FlyBall,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,95aba643-b651-4b38-829b-9ed16a87140f,55.28728,-128.68566,12.59445,6.12011,-3.46926,-13.06917,-1.12511,6.4041,-8.3117,203.597034,1.11521,119.34404,-24.85102,5.41418,-0.77114,0.0303,0.00954,-0.00138,5E-05,1.94679,69.02282,-14.89784,0.12364,0.12354,-0.06497,0.02195,-0.00348,0.0002,0.07177,6.70864,5.40637,-1.836,0.37259,-0.04043,0.00087,0.00022,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
13,2021-06-06,17:08:50.26,1,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Jenkins, Kyle",1000054722,Left,SPA_B,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,87.22468,-2.074412,-3.732938,2228.123183,212.884575,1:00,5.86547,2.45887,6.96665,-18.30174,16.98154,10.26209,2.44837,-0.08665,79.94163,-5.600488,-1.858513,0.42752,90.26779,-1.814187,-15.493597,2557.355519,,,,32.19634,,-15.748205,0.244454,-6.51052,9.97607,-2.23094,50,5.73029,7.9051,-126.63872,-5.0187,-10.586,25.55932,-15.95312,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,644ce220-c70b-11eb-8b21-2587103ee89a,88.16542,2.34126,,7.28306,,,,0.92259,2.34126,0.10311,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:08:50.26,2021-06-06T17:08:50.2611748-04:00,2021-06-06T21:08:50.2611748Z,GroundBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,70bb237c-b555-4d97-9e59-0eb563fdd66d,53.53184,-127.34955,12.77966,5.8637,-4.57503,-7.97656,-2.45488,8.19951,-5.293,50.932773,0.92397,127.44302,-18.26456,,,,,,,2.34316,-4.29438,-21.67471,,,,,,,0.10409,-35.40147,-3.16979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
14,2021-06-06,17:09:23.73,2,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Bocchino, Cal",1000104313,Right,SPA_B,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.0553,-1.928866,-2.449996,2261.71976,220.320533,1:15,6.05101,2.39259,6.86228,-20.2058,14.988,11.8632,2.60671,1.14658,80.48558,-5.777398,-0.28253,0.426977,,,,,,,,,,,,-6.88831,8.765,-2.24018,50,5.92045,4.99266,-126.61311,-4.77335,-11.29719,23.35201,-17.79904,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,783ec780-c70b-11eb-8b21-2587103ee89a,88.27743,,,6.56972,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:09:23.73,2021-06-06T17:09:23.7355300-04:00,2021-06-06T21:09:23.7355300Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,224ec5bd-6b78-4aff-85a7-917493c350fd,53.63622,-127.28199,11.676,6.04987,-4.26353,-8.89952,-2.38782,5.31625,-5.6486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2021-06-06,17:09:36.21,2,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Bocchino, Cal",1000104313,Right,SPA_B,Undefined,1,Bottom,1,0,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,68.93713,1.93893,-4.303589,1382.859171,276.89932,3:15,5.82554,2.55751,6.51845,-57.0933,-0.20157,14.52587,2.85251,-0.18812,64.20065,-8.629047,-1.673142,0.54287,,,,,,,,,,,,-8.64331,-0.06197,-2.26325,50,5.93646,7.10352,-100.10532,1.97654,-8.88752,14.14295,-32.23776,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,7faf61a0-c70b-11eb-8b21-2587103ee89a,69.43177,,,4.73648,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:09:36.21,2021-06-06T17:09:36.2170148-04:00,2021-06-06T21:09:36.2170148Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,951def4d-70e4-4091-a15a-3f43a9fa78ff,53.98311,-100.66648,7.07147,5.83266,3.25566,-16.11888,-2.5521,7.45616,-4.44376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2021-06-06,17:09:51.12,2,3,"Hickert, Grayson ",1000054732,Right,FC_OB,"Bocchino, Cal",1000104313,Right,SPA_B,Undefined,1,Bottom,1,0,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,86.92074,-2.654203,-3.463799,2307.683199,222.978291,1:30,5.9733,2.4964,6.87528,-19.89698,15.66111,13.57599,1.89028,0.46731,79.97048,-6.454409,-0.985834,0.429181,76.09884,-7.039066,-0.355581,,,,,18.66947,,-2.521205,0.158925,-8.15993,9.37815,-2.28096,50,5.79718,7.16461,-126.20943,-6.35046,-13.21976,24.62474,-16.98063,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,88947350-c70b-11eb-8b21-2587103ee89a,87.8241,2.05025,,6.95027,,,,1.04758,2.1737,-0.712,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:09:51.12,2021-06-06T17:09:51.1264036-04:00,2021-06-06T21:09:51.1264036Z,GroundBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,50399440-74ab-4b33-b14c-c0d5ff63b726,53.62399,-126.91453,12.31237,5.97206,-5.86423,-8.49032,-2.49153,7.54315,-6.60988,,1.04758,110.76809,,,,,,,,2.1737,-13.67755,,,,,,,,-0.712,-0.68744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
17,2021-06-06,17:10:25.41,3,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,1,Bottom,1,0,0,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.23562,-1.203226,-4.831155,2041.81899,218.394543,1:15,5.96107,2.09491,6.50204,-26.05517,15.11481,11.03024,2.68136,-1.43056,75.07291,-6.10663,-2.838696,0.461808,,,,,,,,,,,,-6.9691,8.59918,-1.76094,50,5.86504,9.57143,-117.8141,-3.16784,-9.90104,20.11623,-19.95711,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,9d0796a0-c70b-11eb-8b21-2587103ee89a,81.61922,,,6.16271,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:10:25.41,2021-06-06T17:10:25.4141220-04:00,2021-06-06T21:10:25.4141220Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,b62b6fda-9759-40f0-81b0-2c191ac1d04c,53.99635,-118.4945,10.05811,5.96077,-2.49283,-9.97856,-2.09033,9.90631,-4.95052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2021-06-06,17:10:42.36,3,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,1,Bottom,1,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.90582,-0.258615,-3.527048,2214.668521,230.160386,1:45,5.97535,2.09576,6.72508,-25.57297,12.75615,13.89686,3.60747,0.0263,77.03944,-5.109239,-0.998881,0.44559,,,,,,,,,,,,-8.24949,7.17056,-1.86734,50,5.9481,7.01938,-121.90128,-1.21954,-12.46809,22.97073,-21.33664,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,a71d8730-c70b-11eb-8b21-2587103ee89a,84.5899,,,6.86638,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:10:42.36,2021-06-06T17:10:42.3697188-04:00,2021-06-06T21:10:42.3697188Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,0631f298-6532-49ef-aa09-e1f5f592cffd,53.77298,-122.61018,11.48537,5.97558,-0.56106,-10.66832,-2.0899,7.40416,-6.23405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2021-06-06,17:10:59.32,3,3,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,1,Bottom,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.62053,-0.6816,-4.876202,2193.039938,214.06732,1:15,6.0446,1.78533,6.88785,-19.996,17.5904,11.11611,3.75499,-1.74171,77.58679,-4.524445,-2.854628,0.441252,,,,,,,,,,,,-7.17811,9.87776,-1.47986,50,5.9937,10.08142,-122.734,-1.92343,-10.99698,23.2977,-17.04118,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,b13e9b50-c70b-11eb-8b21-2587103ee89a,85.42155,,,7.03374,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:10:59.32,2021-06-06T17:10:59.3245476-04:00,2021-06-06T21:10:59.3245476Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,dc1c5ed1-eb21-468f-8162-629943dac207,53.60965,-123.41729,11.64885,6.04279,-1.42363,-8.52059,-1.78027,10.40395,-5.49849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2021-06-06,17:11:16.01,3,4,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,1,Bottom,1,3,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.35292,-2.499358,-4.329538,2161.041548,212.717958,1:00,5.97069,2.20933,6.9503,-19.16462,18.60497,11.19174,2.09128,-0.80539,77.45402,-6.186197,-2.288284,0.442326,,,,,,,,,,,,-7.11012,10.94855,-1.94324,50,5.80784,8.87832,-122.34113,-5.77863,-10.81248,23.37318,-15.52444,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,bb2d7be0-c70b-11eb-8b21-2587103ee89a,85.21419,,,6.8989,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:11:16.01,2021-06-06T17:11:16.0175396-04:00,2021-06-06T21:11:16.0175396Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,9c9a9445-07cf-4f97-9305-2814eac45510,53.54744,-123.017,11.68659,5.96845,-5.32972,-7.76222,-2.20449,9.19097,-5.40624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2021-06-06,17:12:11.20,3,5,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,1,Bottom,2,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,85.95901,-3.817437,-4.40826,2234.222616,208.16509,1:00,5.96512,1.99014,6.79742,-18.08631,18.74615,9.38831,0.95838,-1.25871,78.71486,-7.288021,-2.70123,0.436804,,,,,,,,,,,,-6.19811,11.37008,-1.70723,50,5.70967,9.25564,-124.42696,-8.74237,-9.7102,25.12691,-14.36126,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,dc1196c0-c70b-11eb-8b21-2587103ee89a,86.29136,,,7.24416,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:12:11.20,2021-06-06T17:12:11.2048932-04:00,2021-06-06T21:12:11.2048932Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,5e35904f-e793-48bd-8eef-5c7f41f910b4,53.69984,-125.17187,12.56346,5.96254,-8.31661,-7.18063,-1.98589,9.54351,-4.8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2021-06-06,17:12:41.14,4,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,68.30968,1.205465,-4.589213,1380.768619,273.683576,3:00,5.77885,2.15246,6.59788,-57.34228,0.74272,14.77198,2.10842,-0.82994,63.42479,-9.427959,-1.909809,0.548534,,,,,,,,,,,,-8.93142,0.63992,-1.84428,50,5.83801,7.52719,-99.14718,0.7006,-8.95643,14.74931,-31.53235,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,edf0c8c0-c70b-11eb-8b21-2587103ee89a,68.71489,,,4.88489,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:12:41.14,2021-06-06T17:12:41.1417892-04:00,2021-06-06T21:12:41.1417892Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,05b28d85-0dbc-4ab2-bac9-e52ccd345a14,53.90279,-99.72607,7.37466,5.78622,1.93821,-15.76618,-2.14661,7.87872,-4.47822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2021-06-06,17:12:57.19,4,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,70.51321,-0.515269,-4.676485,1435.892548,248.871682,2:15,5.66792,2.08569,6.64836,-47.11058,7.49426,15.05064,1.26885,-0.94984,65.24405,-9.291575,-1.94402,0.531847,,,,,,,,,,,,-9.14067,4.64433,-1.77539,50,5.61444,7.91283,-102.28796,-2.06284,-9.72424,16.22041,-27.2332,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,f77c7ab0-c70b-11eb-8b21-2587103ee89a,70.87079,,,5.26916,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:12:57.19,2021-06-06T17:12:57.1987748-04:00,2021-06-06T21:12:57.1987748Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,aebd374c-4688-4082-ac21-0473731cd8b8,53.85,-102.89667,8.1102,5.67268,-1.04085,-13.6166,-2.07919,8.27776,-4.86212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2021-06-06,17:13:15.65,4,3,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,67.49397,2.780946,-2.324081,1287.277793,253.821056,2:30,5.67994,2.0198,6.5742,-53.38011,6.61977,16.22993,3.7846,1.24097,61.77112,-7.22476,0.622847,0.557502,,,,,,,,,,,,-9.12347,3.30193,-1.86613,50,5.84922,3.49146,-97.97073,3.50514,-8.84233,15.88512,-28.97387,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,0287a0b0-c70c-11eb-8b21-2587103ee89a,67.60947,,,5.72284,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:13:15.65,2021-06-06T17:13:15.6588324-04:00,2021-06-06T21:13:15.6588324Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,44db90e4-4143-4297-b143-71dae7467ed7,53.92325,-98.6048,7.94256,5.68623,4.66167,-14.48694,-2.01254,3.84441,-4.42116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2021-06-06,17:13:33.78,4,4,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,1,2,Fastball,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,82.79081,-3.597247,-4.214855,2235.877993,218.099449,1:15,5.93323,2.04792,7.05509,-23.88084,15.2517,10.99115,0.6631,-0.87085,76.24495,-8.135506,-2.203778,0.450236,,,,,,,,,,,,-7.0013,9.52512,-1.79633,50,5.70762,8.47935,-119.98534,-8.11682,-10.23557,22.59475,-18.24874,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,0d4c47d0-c70c-11eb-8b21-2587103ee89a,83.71705,,,6.54585,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:13:33.78,2021-06-06T17:13:33.7867044-04:00,2021-06-06T21:13:33.7867044Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,21801564-9b52-4bc4-9027-1b9ede99b965,53.44254,-120.63187,11.29737,5.93241,-7.59465,-9.12437,-2.04315,8.77223,-5.11779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2021-06-06,17:14:01.27,4,5,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,2,2,Fastball,Four-Seam,BallinDirt,Undefined,Undefined,Undefined,0,0,,86.22302,-3.999155,-3.739094,2286.193977,227.643229,1:30,5.97755,2.06871,6.69834,-20.18666,16.55044,16.81139,0.62477,0.0458,78.92044,-7.844645,-0.680737,0.436238,,,,,,,,,,,,-9.95938,10.25493,-1.82592,50,5.70255,7.55617,-124.89081,-9.25613,-15.69372,25.69644,-16.01458,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,1db26e60-c70c-11eb-8b21-2587103ee89a,86.4033,,,7.30258,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:14:01.27,2021-06-06T17:14:01.2715300-04:00,2021-06-06T21:14:01.2715300Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,16e45dbd-54ad-430f-b2a9-304770ae8f2a,53.80039,-125.67031,12.84822,5.97596,-8.77033,-8.00729,-2.06235,8.03224,-7.84686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2021-06-06,17:14:21.75,4,6,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,1,Bottom,2,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,85.62512,-1.597651,-2.807752,2273.95163,220.604673,1:15,5.97876,2.13689,7.32659,-20.68533,15.56064,12.31127,2.80951,0.6242,78.05297,-5.606801,-0.539323,0.433313,47.87131,12.324653,21.268199,4155.183231,,,,75.48056,,23.838091,1.193036,-7.49776,9.25386,-1.9834,50,5.88383,5.7052,-124.47356,-3.91517,-11.69113,26.41385,-17.74462,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,29e74750-c70c-11eb-8b21-2587103ee89a,86.98672,6.47974,,7.57216,,,,2.09858,2.72036,-0.72357,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:14:21.75,2021-06-06T17:14:21.7541924-04:00,2021-06-06T21:14:21.7541924Z,GroundBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,49697b6b-10da-45e8-bf22-76845a8e8cb1,53.17139,-125.14473,13.20692,5.97758,-3.46428,-8.87231,-2.13214,6.00227,-5.84556,238.73026,2.09858,63.9206,-7.3286,0.73299,0.25866,-0.86406,0.99541,-0.58179,0.13772,2.72036,14.98703,-15.28531,0.79084,-0.30392,0.49794,-0.53421,0.30981,-0.07321,-0.72357,24.88103,1.31359,-0.26537,0.07726,-0.01678,0.00559,-0.00224,0.00047,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
28,2021-06-06,17:17:20.54,1,1,"Corn, Jacob",1000056526,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,2,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.07228,0.239765,-2.058842,2534.975068,119.696535,10:00,6.21595,1.0985,5.21441,-45.01971,5.55618,-7.14465,2.6899,-1.43363,69.47814,-7.936447,-3.324658,0.51185,,,,,,,,,,,,3.0389,3.16902,-0.9027,50,6.20427,4.19011,-108.97703,-1.01772,3.67729,18.03217,-28.33932,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,94714bc0-c70c-11eb-8b21-2587103ee89a,73.63955,,,5.59414,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,21:17:20.54,2021-06-06T17:17:20.5467428-04:00,2021-06-06T21:17:20.5467428Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,aaa91270-22bf-4b71-965b-19e92e52921f,55.28392,-109.84787,9.01608,6.22037,0.35089,-14.16966,-1.10077,4.01253,1.83864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
